"Year","Month","Temp","mes_numerico","theta","r"
1924,"Feb",-0.23,2,0.523598775598299,0.69
1924,"Mar",-0.09,3,1.0471975511966,0.83
1924,"Apr",-0.31,4,1.5707963267949,0.61
1924,"May",-0.19,5,2.0943951023932,0.73
1924,"Jun",-0.27,6,2.61799387799149,0.65
1924,"Jul",-0.29,7,3.14159265358979,0.63
1924,"Aug",-0.36,8,3.66519142918809,0.56
1924,"Sep",-0.32,9,4.18879020478639,0.6
1924,"Oct",-0.35,10,4.71238898038469,0.57
1924,"Nov",-0.21,11,5.23598775598299,0.71
1924,"Dec",-0.44,12,5.75958653158129,0.48
1925,"Jan",-0.38,1,0,0.54
1925,"Feb",-0.39,2,0.523598775598299,0.53
1925,"Mar",-0.28,3,1.0471975511966,0.64
1925,"Apr",-0.26,4,1.5707963267949,0.66
1925,"May",-0.3,5,2.0943951023932,0.62
1925,"Jun",-0.33,6,2.61799387799149,0.59
1925,"Jul",-0.27,7,3.14159265358979,0.65
1925,"Aug",-0.21,8,3.66519142918809,0.71
1925,"Sep",-0.2,9,4.18879020478639,0.72
1925,"Oct",-0.18,10,4.71238898038469,0.74
1925,"Nov",0.05,11,5.23598775598299,0.97
1925,"Dec",0.06,12,5.75958653158129,0.98
1926,"Jan",0.2,1,0,1.12
1926,"Feb",0.02,2,0.523598775598299,0.94
1926,"Mar",0.11,3,1.0471975511966,1.03
1926,"Apr",-0.14,4,1.5707963267949,0.78
1926,"May",-0.24,5,2.0943951023932,0.68
1926,"Jun",-0.27,6,2.61799387799149,0.65
1926,"Jul",-0.28,7,3.14159265358979,0.64
1926,"Aug",-0.13,8,3.66519142918809,0.79
1926,"Sep",-0.15,9,4.18879020478639,0.77
1926,"Oct",-0.11,10,4.71238898038469,0.81
1926,"Nov",-0.07,11,5.23598775598299,0.85
1926,"Dec",-0.3,12,5.75958653158129,0.62
1927,"Jan",-0.28,1,0,0.64
1927,"Feb",-0.18,2,0.523598775598299,0.74
1927,"Mar",-0.39,3,1.0471975511966,0.53
1927,"Apr",-0.31,4,1.5707963267949,0.61
1927,"May",-0.26,5,2.0943951023932,0.66
1927,"Jun",-0.28,6,2.61799387799149,0.64
1927,"Jul",-0.19,7,3.14159265358979,0.73
1927,"Aug",-0.24,8,3.66519142918809,0.68
1927,"Sep",-0.13,9,4.18879020478639,0.79
1927,"Oct",-0.01,10,4.71238898038469,0.91
1927,"Nov",-0.06,11,5.23598775598299,0.86
1927,"Dec",-0.33,12,5.75958653158129,0.59
1928,"Jan",-0.03,1,0,0.89
1928,"Feb",-0.1,2,0.523598775598299,0.82
1928,"Mar",-0.25,3,1.0471975511966,0.67
1928,"Apr",-0.29,4,1.5707963267949,0.63
1928,"May",-0.3,5,2.0943951023932,0.62
1928,"Jun",-0.39,6,2.61799387799149,0.53
1928,"Jul",-0.2,7,3.14159265358979,0.72
1928,"Aug",-0.23,8,3.66519142918809,0.69
1928,"Sep",-0.22,9,4.18879020478639,0.7
1928,"Oct",-0.19,10,4.71238898038469,0.73
1928,"Nov",-0.1,11,5.23598775598299,0.82
1928,"Dec",-0.17,12,5.75958653158129,0.75
1929,"Jan",-0.45,1,0,0.47
1929,"Feb",-0.59,2,0.523598775598299,0.33
1929,"Mar",-0.33,3,1.0471975511966,0.59
1929,"Apr",-0.42,4,1.5707963267949,0.5
1929,"May",-0.38,5,2.0943951023932,0.54
1929,"Jun",-0.44,6,2.61799387799149,0.48
1929,"Jul",-0.37,7,3.14159265358979,0.55
1929,"Aug",-0.33,8,3.66519142918809,0.59
1929,"Sep",-0.26,9,4.18879020478639,0.66
1929,"Oct",-0.15,10,4.71238898038469,0.77
1929,"Nov",-0.12,11,5.23598775598299,0.8
1929,"Dec",-0.55,12,5.75958653158129,0.37
1930,"Jan",-0.31,1,0,0.61
1930,"Feb",-0.27,2,0.523598775598299,0.65
1930,"Mar",-0.11,3,1.0471975511966,0.81
1930,"Apr",-0.25,4,1.5707963267949,0.67
1930,"May",-0.24,5,2.0943951023932,0.68
1930,"Jun",-0.22,6,2.61799387799149,0.7
1930,"Jul",-0.22,7,3.14159265358979,0.7
1930,"Aug",-0.15,8,3.66519142918809,0.77
1930,"Sep",-0.16,9,4.18879020478639,0.76
1930,"Oct",-0.12,10,4.71238898038469,0.8
1930,"Nov",0.17,11,5.23598775598299,1.09
1930,"Dec",-0.06,12,5.75958653158129,0.86
1931,"Jan",-0.11,1,0,0.81
1931,"Feb",-0.21,2,0.523598775598299,0.71
1931,"Mar",-0.11,3,1.0471975511966,0.81
1931,"Apr",-0.23,4,1.5707963267949,0.69
1931,"May",-0.2,5,2.0943951023932,0.72
1931,"Jun",-0.08,6,2.61799387799149,0.84
1931,"Jul",-0.04,7,3.14159265358979,0.88
1931,"Aug",-0.04,8,3.66519142918809,0.88
1931,"Sep",-0.07,9,4.18879020478639,0.85
1931,"Oct",0.06,10,4.71238898038469,0.98
1931,"Nov",-0.06,11,5.23598775598299,0.86
1931,"Dec",-0.05,12,5.75958653158129,0.87
1932,"Jan",0.15,1,0,1.07
1932,"Feb",-0.18,2,0.523598775598299,0.74
1932,"Mar",-0.18,3,1.0471975511966,0.74
1932,"Apr",-0.06,4,1.5707963267949,0.86
1932,"May",-0.18,5,2.0943951023932,0.74
1932,"Jun",-0.29,6,2.61799387799149,0.63
1932,"Jul",-0.25,7,3.14159265358979,0.67
1932,"Aug",-0.22,8,3.66519142918809,0.7
1932,"Sep",-0.1,9,4.18879020478639,0.82
1932,"Oct",-0.09,10,4.71238898038469,0.83
1932,"Nov",-0.28,11,5.23598775598299,0.64
1932,"Dec",-0.27,12,5.75958653158129,0.65
1933,"Jan",-0.24,1,0,0.68
1933,"Feb",-0.3,2,0.523598775598299,0.62
1933,"Mar",-0.3,3,1.0471975511966,0.62
1933,"Apr",-0.25,4,1.5707963267949,0.67
1933,"May",-0.29,5,2.0943951023932,0.63
1933,"Jun",-0.34,6,2.61799387799149,0.58
1933,"Jul",-0.21,7,3.14159265358979,0.71
1933,"Aug",-0.23,8,3.66519142918809,0.69
1933,"Sep",-0.29,9,4.18879020478639,0.63
1933,"Oct",-0.25,10,4.71238898038469,0.67
1933,"Nov",-0.31,11,5.23598775598299,0.61
1933,"Dec",-0.45,12,5.75958653158129,0.47
1934,"Jan",-0.21,1,0,0.71
1934,"Feb",-0.03,2,0.523598775598299,0.89
1934,"Mar",-0.29,3,1.0471975511966,0.63
1934,"Apr",-0.3,4,1.5707963267949,0.62
1934,"May",-0.09,5,2.0943951023932,0.83
1934,"Jun",-0.15,6,2.61799387799149,0.77
1934,"Jul",-0.1,7,3.14159265358979,0.82
1934,"Aug",-0.12,8,3.66519142918809,0.8
1934,"Sep",-0.15,9,4.18879020478639,0.77
1934,"Oct",-0.06,10,4.71238898038469,0.86
1934,"Nov",0.03,11,5.23598775598299,0.95
1934,"Dec",-0.03,12,5.75958653158129,0.89
1935,"Jan",-0.34,1,0,0.58
1935,"Feb",0.14,2,0.523598775598299,1.06
1935,"Mar",-0.14,3,1.0471975511966,0.78
1935,"Apr",-0.38,4,1.5707963267949,0.54
1935,"May",-0.29,5,2.0943951023932,0.63
1935,"Jun",-0.27,6,2.61799387799149,0.65
1935,"Jul",-0.22,7,3.14159265358979,0.7
1935,"Aug",-0.22,8,3.66519142918809,0.7
1935,"Sep",-0.21,9,4.18879020478639,0.71
1935,"Oct",-0.06,10,4.71238898038469,0.86
1935,"Nov",-0.26,11,5.23598775598299,0.66
1935,"Dec",-0.17,12,5.75958653158129,0.75
1936,"Jan",-0.28,1,0,0.64
1936,"Feb",-0.38,2,0.523598775598299,0.54
1936,"Mar",-0.21,3,1.0471975511966,0.71
1936,"Apr",-0.2,4,1.5707963267949,0.72
1936,"May",-0.16,5,2.0943951023932,0.76
1936,"Jun",-0.22,6,2.61799387799149,0.7
1936,"Jul",-0.1,7,3.14159265358979,0.82
1936,"Aug",-0.14,8,3.66519142918809,0.78
1936,"Sep",-0.09,9,4.18879020478639,0.83
1936,"Oct",-0.03,10,4.71238898038469,0.89
1936,"Nov",0.01,11,5.23598775598299,0.93
1936,"Dec",-0.01,12,5.75958653158129,0.91
1937,"Jan",-0.07,1,0,0.85
1937,"Feb",0.03,2,0.523598775598299,0.95
1937,"Mar",-0.21,3,1.0471975511966,0.71
1937,"Apr",-0.16,4,1.5707963267949,0.76
1937,"May",-0.06,5,2.0943951023932,0.86
1937,"Jun",-0.05,6,2.61799387799149,0.87
1937,"Jul",-0.03,7,3.14159265358979,0.89
1937,"Aug",0.01,8,3.66519142918809,0.93
1937,"Sep",0.09,9,4.18879020478639,1.01
1937,"Oct",0.09,10,4.71238898038469,1.01
1937,"Nov",0.08,11,5.23598775598299,1
1937,"Dec",-0.08,12,5.75958653158129,0.84
1938,"Jan",0.08,1,0,1
1938,"Feb",0.04,2,0.523598775598299,0.96
1938,"Mar",0.09,3,1.0471975511966,1.01
1938,"Apr",0.06,4,1.5707963267949,0.98
1938,"May",-0.1,5,2.0943951023932,0.82
1938,"Jun",-0.17,6,2.61799387799149,0.75
1938,"Jul",-0.09,7,3.14159265358979,0.83
1938,"Aug",-0.05,8,3.66519142918809,0.87
1938,"Sep",0.01,9,4.18879020478639,0.93
1938,"Oct",0.15,10,4.71238898038469,1.07
1938,"Nov",0.07,11,5.23598775598299,0.99
1938,"Dec",-0.13,12,5.75958653158129,0.79
1939,"Jan",-0.05,1,0,0.87
1939,"Feb",-0.07,2,0.523598775598299,0.85
1939,"Mar",-0.18,3,1.0471975511966,0.74
1939,"Apr",-0.11,4,1.5707963267949,0.81
1939,"May",-0.04,5,2.0943951023932,0.88
1939,"Jun",-0.07,6,2.61799387799149,0.85
1939,"Jul",-0.06,7,3.14159265358979,0.86
1939,"Aug",-0.06,8,3.66519142918809,0.86
1939,"Sep",-0.07,9,4.18879020478639,0.85
1939,"Oct",-0.04,10,4.71238898038469,0.88
1939,"Nov",0.07,11,5.23598775598299,0.99
1939,"Dec",0.42,12,5.75958653158129,1.34
1940,"Jan",-0.01,1,0,0.91
1940,"Feb",0.08,2,0.523598775598299,1
1940,"Mar",0.09,3,1.0471975511966,1.01
1940,"Apr",0.17,4,1.5707963267949,1.09
1940,"May",0.1,5,2.0943951023932,1.02
1940,"Jun",0.11,6,2.61799387799149,1.03
1940,"Jul",0.12,7,3.14159265358979,1.04
1940,"Aug",0.06,8,3.66519142918809,0.98
1940,"Sep",0.15,9,4.18879020478639,1.07
1940,"Oct",0.1,10,4.71238898038469,1.02
1940,"Nov",0.16,11,5.23598775598299,1.08
1940,"Dec",0.31,12,5.75958653158129,1.23
1941,"Jan",0.17,1,0,1.09
1941,"Feb",0.3,2,0.523598775598299,1.22
1941,"Mar",0.1,3,1.0471975511966,1.02
1941,"Apr",0.16,4,1.5707963267949,1.08
1941,"May",0.16,5,2.0943951023932,1.08
1941,"Jun",0.13,6,2.61799387799149,1.05
1941,"Jul",0.22,7,3.14159265358979,1.14
1941,"Aug",0.14,8,3.66519142918809,1.06
1941,"Sep",0.02,9,4.18879020478639,0.94
1941,"Oct",0.35,10,4.71238898038469,1.27
1941,"Nov",0.22,11,5.23598775598299,1.14
1941,"Dec",0.21,12,5.75958653158129,1.13
1942,"Jan",0.29,1,0,1.21
1942,"Feb",0.02,2,0.523598775598299,0.94
1942,"Mar",0.05,3,1.0471975511966,0.97
1942,"Apr",0.09,4,1.5707963267949,1.01
1942,"May",0.1,5,2.0943951023932,1.02
1942,"Jun",0.04,6,2.61799387799149,0.96
1942,"Jul",0,7,3.14159265358979,0.92
1942,"Aug",-0.04,8,3.66519142918809,0.88
1942,"Sep",-0.03,9,4.18879020478639,0.89
1942,"Oct",0.01,10,4.71238898038469,0.93
1942,"Nov",0.09,11,5.23598775598299,1.01
1942,"Dec",0.12,12,5.75958653158129,1.04
1943,"Jan",-0.01,1,0,0.91
1943,"Feb",0.17,2,0.523598775598299,1.09
1943,"Mar",-0.04,3,1.0471975511966,0.88
1943,"Apr",0.1,4,1.5707963267949,1.02
1943,"May",0.06,5,2.0943951023932,0.98
1943,"Jun",-0.06,6,2.61799387799149,0.86
1943,"Jul",0.08,7,3.14159265358979,1
1943,"Aug",0,8,3.66519142918809,0.92
1943,"Sep",0.05,9,4.18879020478639,0.97
1943,"Oct",0.23,10,4.71238898038469,1.15
1943,"Nov",0.19,11,5.23598775598299,1.11
1943,"Dec",0.23,12,5.75958653158129,1.15
1944,"Jan",0.35,1,0,1.27
1944,"Feb",0.24,2,0.523598775598299,1.16
1944,"Mar",0.26,3,1.0471975511966,1.18
1944,"Apr",0.19,4,1.5707963267949,1.11
1944,"May",0.18,5,2.0943951023932,1.1
1944,"Jun",0.15,6,2.61799387799149,1.07
1944,"Jul",0.17,7,3.14159265358979,1.09
1944,"Aug",0.18,8,3.66519142918809,1.1
1944,"Sep",0.28,9,4.18879020478639,1.2
1944,"Oct",0.26,10,4.71238898038469,1.18
1944,"Nov",0.11,11,5.23598775598299,1.03
1944,"Dec",0.04,12,5.75958653158129,0.96
1945,"Jan",0.1,1,0,1.02
1945,"Feb",0.01,2,0.523598775598299,0.93
1945,"Mar",0.06,3,1.0471975511966,0.98
1945,"Apr",0.19,4,1.5707963267949,1.11
1945,"May",0.06,5,2.0943951023932,0.98
1945,"Jun",0,6,2.61799387799149,0.92
1945,"Jul",0.04,7,3.14159265358979,0.96
1945,"Aug",0.26,8,3.66519142918809,1.18
1945,"Sep",0.2,9,4.18879020478639,1.12
1945,"Oct",0.18,10,4.71238898038469,1.1
1945,"Nov",0.06,11,5.23598775598299,0.98
1945,"Dec",-0.07,12,5.75958653158129,0.85
1946,"Jan",0.15,1,0,1.07
1946,"Feb",0.02,2,0.523598775598299,0.94
1946,"Mar",0.01,3,1.0471975511966,0.93
1946,"Apr",0.05,4,1.5707963267949,0.97
1946,"May",-0.07,5,2.0943951023932,0.85
1946,"Jun",-0.21,6,2.61799387799149,0.71
1946,"Jul",-0.12,7,3.14159265358979,0.8
1946,"Aug",-0.2,8,3.66519142918809,0.72
1946,"Sep",-0.08,9,4.18879020478639,0.84
1946,"Oct",-0.08,10,4.71238898038469,0.84
1946,"Nov",-0.06,11,5.23598775598299,0.86
1946,"Dec",-0.31,12,5.75958653158129,0.61
1947,"Jan",-0.07,1,0,0.85
1947,"Feb",-0.08,2,0.523598775598299,0.84
1947,"Mar",0.06,3,1.0471975511966,0.98
1947,"Apr",0.06,4,1.5707963267949,0.98
1947,"May",-0.02,5,2.0943951023932,0.9
1947,"Jun",-0.02,6,2.61799387799149,0.9
1947,"Jul",-0.04,7,3.14159265358979,0.88
1947,"Aug",-0.07,8,3.66519142918809,0.85
1947,"Sep",-0.13,9,4.18879020478639,0.79
1947,"Oct",0.07,10,4.71238898038469,0.99
1947,"Nov",0.02,11,5.23598775598299,0.94
1947,"Dec",-0.14,12,5.75958653158129,0.78
1948,"Jan",0.06,1,0,0.98
1948,"Feb",-0.15,2,0.523598775598299,0.77
1948,"Mar",-0.24,3,1.0471975511966,0.68
1948,"Apr",-0.12,4,1.5707963267949,0.8
1948,"May",-0.01,5,2.0943951023932,0.91
1948,"Jun",-0.05,6,2.61799387799149,0.87
1948,"Jul",-0.11,7,3.14159265358979,0.81
1948,"Aug",-0.12,8,3.66519142918809,0.8
1948,"Sep",-0.14,9,4.18879020478639,0.78
1948,"Oct",-0.05,10,4.71238898038469,0.87
1948,"Nov",-0.13,11,5.23598775598299,0.79
1948,"Dec",-0.24,12,5.75958653158129,0.68
1949,"Jan",0.06,1,0,0.98
1949,"Feb",-0.15,2,0.523598775598299,0.77
1949,"Mar",-0.02,3,1.0471975511966,0.9
1949,"Apr",-0.11,4,1.5707963267949,0.81
1949,"May",-0.1,5,2.0943951023932,0.82
1949,"Jun",-0.27,6,2.61799387799149,0.65
1949,"Jul",-0.13,7,3.14159265358979,0.79
1949,"Aug",-0.13,8,3.66519142918809,0.79
1949,"Sep",-0.14,9,4.18879020478639,0.78
1949,"Oct",-0.07,10,4.71238898038469,0.85
1949,"Nov",-0.1,11,5.23598775598299,0.82
1949,"Dec",-0.18,12,5.75958653158129,0.74
1950,"Jan",-0.26,1,0,0.66
1950,"Feb",-0.27,2,0.523598775598299,0.65
1950,"Mar",-0.08,3,1.0471975511966,0.84
1950,"Apr",-0.21,4,1.5707963267949,0.71
1950,"May",-0.11,5,2.0943951023932,0.81
1950,"Jun",-0.05,6,2.61799387799149,0.87
1950,"Jul",-0.09,7,3.14159265358979,0.83
1950,"Aug",-0.16,8,3.66519142918809,0.76
1950,"Sep",-0.11,9,4.18879020478639,0.81
1950,"Oct",-0.2,10,4.71238898038469,0.72
1950,"Nov",-0.34,11,5.23598775598299,0.58
1950,"Dec",-0.22,12,5.75958653158129,0.7
1951,"Jan",-0.34,1,0,0.58
1951,"Feb",-0.41,2,0.523598775598299,0.51
1951,"Mar",-0.2,3,1.0471975511966,0.72
1951,"Apr",-0.14,4,1.5707963267949,0.78
1951,"May",0,5,2.0943951023932,0.92
1951,"Jun",-0.06,6,2.61799387799149,0.86
1951,"Jul",-0.01,7,3.14159265358979,0.91
1951,"Aug",0.06,8,3.66519142918809,0.98
1951,"Sep",0.05,9,4.18879020478639,0.97
1951,"Oct",0.08,10,4.71238898038469,1
1951,"Nov",-0.01,11,5.23598775598299,0.91
1951,"Dec",0.16,12,5.75958653158129,1.08
1952,"Jan",0.11,1,0,1.03
1952,"Feb",0.11,2,0.523598775598299,1.03
1952,"Mar",-0.08,3,1.0471975511966,0.84
1952,"Apr",0.03,4,1.5707963267949,0.95
1952,"May",-0.03,5,2.0943951023932,0.89
1952,"Jun",-0.03,6,2.61799387799149,0.89
1952,"Jul",0.04,7,3.14159265358979,0.96
1952,"Aug",0.05,8,3.66519142918809,0.97
1952,"Sep",0.07,9,4.18879020478639,0.99
1952,"Oct",0,10,4.71238898038469,0.92
1952,"Nov",-0.13,11,5.23598775598299,0.79
1952,"Dec",-0.02,12,5.75958653158129,0.9
1953,"Jan",0.07,1,0,0.99
1953,"Feb",0.15,2,0.523598775598299,1.07
1953,"Mar",0.11,3,1.0471975511966,1.03
1953,"Apr",0.19,4,1.5707963267949,1.11
1953,"May",0.11,5,2.0943951023932,1.03
1953,"Jun",0.12,6,2.61799387799149,1.04
1953,"Jul",0.01,7,3.14159265358979,0.93
1953,"Aug",0.05,8,3.66519142918809,0.97
1953,"Sep",0.04,9,4.18879020478639,0.96
1953,"Oct",0.08,10,4.71238898038469,1
1953,"Nov",-0.03,11,5.23598775598299,0.89
1953,"Dec",0.05,12,5.75958653158129,0.97
1954,"Jan",-0.24,1,0,0.68
1954,"Feb",-0.1,2,0.523598775598299,0.82
1954,"Mar",-0.15,3,1.0471975511966,0.77
1954,"Apr",-0.14,4,1.5707963267949,0.78
1954,"May",-0.2,5,2.0943951023932,0.72
1954,"Jun",-0.18,6,2.61799387799149,0.74
1954,"Jul",-0.19,7,3.14159265358979,0.73
1954,"Aug",-0.17,8,3.66519142918809,0.75
1954,"Sep",-0.1,9,4.18879020478639,0.82
1954,"Oct",-0.02,10,4.71238898038469,0.9
1954,"Nov",0.08,11,5.23598775598299,1
1954,"Dec",-0.18,12,5.75958653158129,0.74
1955,"Jan",0.14,1,0,1.06
1955,"Feb",-0.16,2,0.523598775598299,0.76
1955,"Mar",-0.32,3,1.0471975511966,0.6
1955,"Apr",-0.22,4,1.5707963267949,0.7
1955,"May",-0.2,5,2.0943951023932,0.72
1955,"Jun",-0.13,6,2.61799387799149,0.79
1955,"Jul",-0.11,7,3.14159265358979,0.81
1955,"Aug",0.02,8,3.66519142918809,0.94
1955,"Sep",-0.11,9,4.18879020478639,0.81
1955,"Oct",-0.05,10,4.71238898038469,0.87
1955,"Nov",-0.25,11,5.23598775598299,0.67
1955,"Dec",-0.28,12,5.75958653158129,0.64
1956,"Jan",-0.13,1,0,0.79
1956,"Feb",-0.24,2,0.523598775598299,0.68
1956,"Mar",-0.21,3,1.0471975511966,0.71
1956,"Apr",-0.28,4,1.5707963267949,0.64
1956,"May",-0.29,5,2.0943951023932,0.63
1956,"Jun",-0.15,6,2.61799387799149,0.77
1956,"Jul",-0.09,7,3.14159265358979,0.83
1956,"Aug",-0.25,8,3.66519142918809,0.67
1956,"Sep",-0.19,9,4.18879020478639,0.73
1956,"Oct",-0.23,10,4.71238898038469,0.69
1956,"Nov",-0.15,11,5.23598775598299,0.77
1956,"Dec",-0.06,12,5.75958653158129,0.86
1957,"Jan",-0.09,1,0,0.83
1957,"Feb",-0.03,2,0.523598775598299,0.89
1957,"Mar",-0.05,3,1.0471975511966,0.87
1957,"Apr",0,4,1.5707963267949,0.92
1957,"May",0.09,5,2.0943951023932,1.01
1957,"Jun",0.15,6,2.61799387799149,1.07
1957,"Jul",0.02,7,3.14159265358979,0.94
1957,"Aug",0.15,8,3.66519142918809,1.07
1957,"Sep",0.08,9,4.18879020478639,1
1957,"Oct",0.01,10,4.71238898038469,0.93
1957,"Nov",0.08,11,5.23598775598299,1
1957,"Dec",0.15,12,5.75958653158129,1.07
1958,"Jan",0.39,1,0,1.31
1958,"Feb",0.22,2,0.523598775598299,1.14
1958,"Mar",0.09,3,1.0471975511966,1.01
1958,"Apr",0.02,4,1.5707963267949,0.94
1958,"May",0.06,5,2.0943951023932,0.98
1958,"Jun",-0.09,6,2.61799387799149,0.83
1958,"Jul",0.05,7,3.14159265358979,0.97
1958,"Aug",-0.05,8,3.66519142918809,0.87
1958,"Sep",-0.03,9,4.18879020478639,0.89
1958,"Oct",0.04,10,4.71238898038469,0.96
1958,"Nov",0.02,11,5.23598775598299,0.94
1958,"Dec",0.01,12,5.75958653158129,0.93
1959,"Jan",0.08,1,0,1
1959,"Feb",0.07,2,0.523598775598299,0.99
1959,"Mar",0.18,3,1.0471975511966,1.1
1959,"Apr",0.16,4,1.5707963267949,1.08
1959,"May",0.04,5,2.0943951023932,0.96
1959,"Jun",0.03,6,2.61799387799149,0.95
1959,"Jul",0.03,7,3.14159265358979,0.95
1959,"Aug",-0.01,8,3.66519142918809,0.91
1959,"Sep",-0.06,9,4.18879020478639,0.86
1959,"Oct",-0.07,10,4.71238898038469,0.85
1959,"Nov",-0.08,11,5.23598775598299,0.84
1959,"Dec",0,12,5.75958653158129,0.92
1960,"Jan",0,1,0,0.92
1960,"Feb",0.13,2,0.523598775598299,1.05
1960,"Mar",-0.35,3,1.0471975511966,0.57
1960,"Apr",-0.15,4,1.5707963267949,0.77
1960,"May",-0.08,5,2.0943951023932,0.84
1960,"Jun",-0.04,6,2.61799387799149,0.88
1960,"Jul",-0.04,7,3.14159265358979,0.88
1960,"Aug",0.02,8,3.66519142918809,0.94
1960,"Sep",0.07,9,4.18879020478639,0.99
1960,"Oct",0.06,10,4.71238898038469,0.98
1960,"Nov",-0.11,11,5.23598775598299,0.81
1960,"Dec",0.19,12,5.75958653158129,1.11
1961,"Jan",0.07,1,0,0.99
1961,"Feb",0.19,2,0.523598775598299,1.11
1961,"Mar",0.09,3,1.0471975511966,1.01
1961,"Apr",0.13,4,1.5707963267949,1.05
1961,"May",0.12,5,2.0943951023932,1.04
1961,"Jun",0.12,6,2.61799387799149,1.04
1961,"Jul",0.01,7,3.14159265358979,0.93
1961,"Aug",0.01,8,3.66519142918809,0.93
1961,"Sep",0.08,9,4.18879020478639,1
1961,"Oct",0,10,4.71238898038469,0.92
1961,"Nov",0.03,11,5.23598775598299,0.95
1961,"Dec",-0.17,12,5.75958653158129,0.75
1962,"Jan",0.05,1,0,0.97
1962,"Feb",0.15,2,0.523598775598299,1.07
1962,"Mar",0.1,3,1.0471975511966,1.02
1962,"Apr",0.05,4,1.5707963267949,0.97
1962,"May",-0.06,5,2.0943951023932,0.86
1962,"Jun",0.03,6,2.61799387799149,0.95
1962,"Jul",0.02,7,3.14159265358979,0.94
1962,"Aug",-0.01,8,3.66519142918809,0.91
1962,"Sep",0,9,4.18879020478639,0.92
1962,"Oct",0.01,10,4.71238898038469,0.93
1962,"Nov",0.06,11,5.23598775598299,0.98
1962,"Dec",-0.03,12,5.75958653158129,0.89
1963,"Jan",-0.03,1,0,0.89
1963,"Feb",0.18,2,0.523598775598299,1.1
1963,"Mar",-0.14,3,1.0471975511966,0.78
1963,"Apr",-0.07,4,1.5707963267949,0.85
1963,"May",-0.06,5,2.0943951023932,0.86
1963,"Jun",0.05,6,2.61799387799149,0.97
1963,"Jul",0.06,7,3.14159265358979,0.98
1963,"Aug",0.22,8,3.66519142918809,1.14
1963,"Sep",0.17,9,4.18879020478639,1.09
1963,"Oct",0.14,10,4.71238898038469,1.06
1963,"Nov",0.15,11,5.23598775598299,1.07
1963,"Dec",-0.03,12,5.75958653158129,0.89
1964,"Jan",-0.09,1,0,0.83
1964,"Feb",-0.1,2,0.523598775598299,0.82
1964,"Mar",-0.21,3,1.0471975511966,0.71
1964,"Apr",-0.32,4,1.5707963267949,0.6
1964,"May",-0.25,5,2.0943951023932,0.67
1964,"Jun",-0.04,6,2.61799387799149,0.88
1964,"Jul",-0.04,7,3.14159265358979,0.88
1964,"Aug",-0.22,8,3.66519142918809,0.7
1964,"Sep",-0.29,9,4.18879020478639,0.63
1964,"Oct",-0.31,10,4.71238898038469,0.61
1964,"Nov",-0.21,11,5.23598775598299,0.71
1964,"Dec",-0.3,12,5.75958653158129,0.62
1965,"Jan",-0.08,1,0,0.84
1965,"Feb",-0.17,2,0.523598775598299,0.75
1965,"Mar",-0.13,3,1.0471975511966,0.79
1965,"Apr",-0.19,4,1.5707963267949,0.73
1965,"May",-0.12,5,2.0943951023932,0.8
1965,"Jun",-0.08,6,2.61799387799149,0.84
1965,"Jul",-0.13,7,3.14159265358979,0.79
1965,"Aug",-0.04,8,3.66519142918809,0.88
1965,"Sep",-0.15,9,4.18879020478639,0.77
1965,"Oct",-0.05,10,4.71238898038469,0.87
1965,"Nov",-0.06,11,5.23598775598299,0.86
1965,"Dec",-0.08,12,5.75958653158129,0.84
1966,"Jan",-0.19,1,0,0.73
1966,"Feb",-0.04,2,0.523598775598299,0.88
1966,"Mar",0.04,3,1.0471975511966,0.96
1966,"Apr",-0.13,4,1.5707963267949,0.79
1966,"May",-0.12,5,2.0943951023932,0.8
1966,"Jun",0.01,6,2.61799387799149,0.93
1966,"Jul",0.08,7,3.14159265358979,1
1966,"Aug",-0.09,8,3.66519142918809,0.83
1966,"Sep",-0.03,9,4.18879020478639,0.89
1966,"Oct",-0.17,10,4.71238898038469,0.75
1966,"Nov",-0.01,11,5.23598775598299,0.91
1966,"Dec",-0.02,12,5.75958653158129,0.9
1967,"Jan",-0.08,1,0,0.84
1967,"Feb",-0.21,2,0.523598775598299,0.71
1967,"Mar",0.05,3,1.0471975511966,0.97
1967,"Apr",-0.05,4,1.5707963267949,0.87
1967,"May",0.12,5,2.0943951023932,1.04
1967,"Jun",-0.08,6,2.61799387799149,0.84
1967,"Jul",0.02,7,3.14159265358979,0.94
1967,"Aug",0.01,8,3.66519142918809,0.93
1967,"Sep",-0.06,9,4.18879020478639,0.86
1967,"Oct",0.09,10,4.71238898038469,1.01
1967,"Nov",-0.05,11,5.23598775598299,0.87
1967,"Dec",-0.05,12,5.75958653158129,0.87
1968,"Jan",-0.26,1,0,0.66
1968,"Feb",-0.14,2,0.523598775598299,0.78
1968,"Mar",0.2,3,1.0471975511966,1.12
1968,"Apr",-0.06,4,1.5707963267949,0.86
1968,"May",-0.14,5,2.0943951023932,0.78
1968,"Jun",-0.09,6,2.61799387799149,0.83
1968,"Jul",-0.13,7,3.14159265358979,0.79
1968,"Aug",-0.09,8,3.66519142918809,0.83
1968,"Sep",-0.19,9,4.18879020478639,0.73
1968,"Oct",0.09,10,4.71238898038469,1.01
1968,"Nov",-0.05,11,5.23598775598299,0.87
1968,"Dec",-0.15,12,5.75958653158129,0.77
